"","DMSO1","DMSO2","DMSO3","AMLE1","AMLE2","AMLE3"
"Tatdn2",2758,2324,2468,2132,2697,2255
"Tatdn3",262,253,247,301,486,230
"Tax1bp1",6362,5606,5675,6264,9022,5973
"Tax1bp3",894,811,919,1086,1627,1149
"Taz",1856,1794,1721,1777,2364,1801
"Tbata",0,0,0,0,0,0
"Tbc1d1",2299,1957,1911,2908,4174,2585
"Tbc1d10a",692,761,851,807,977,847
"Tbc1d10b",5546,5103,5170,3968,5022,4362
"Tbc1d10c",1551,1387,1003,1381,1970,1103
"Tbc1d12",138,150,139,159,258,216
"Tbc1d13",4452,4354,4581,3877,5127,4218
"Tbc1d14",3197,3105,2755,3052,4126,3322
"Tbc1d15",2908,2722,3238,3518,5394,3692
"Tbc1d16",401,422,506,322,441,269
"Tbc1d17",1577,1443,1580,2183,2987,1898
"Tbc1d19",228,215,245,203,309,242
"Tbc1d2",3881,3444,2781,3214,3532,3071
"Tbc1d20",2338,2082,2112,2001,2445,1970
"Tbc1d21",1,0,2,3,2,2
"Tbc1d22a",1742,1657,1748,1522,1854,1561
"Tbc1d22b",1157,1045,1074,808,986,858
"Tbc1d22bos",1,2,5,3,5,5
"Tbc1d23",1898,1686,1644,1574,1979,1727
"Tbc1d24",987,856,905,678,805,750
"Tbc1d25",437,425,394,307,354,326
"Tbc1d2b",4881,4348,4485,3422,4360,3669
"Tbc1d30",54,60,68,61,99,84
"Tbc1d31",786,770,775,390,521,453
"Tbc1d32",257,256,296,229,342,282
"Tbc1d4",3448,3258,3542,7904,12584,6976
"Tbc1d5",1779,1594,1689,1468,2034,1757
"Tbc1d7",259,246,257,253,309,254
"Tbc1d8",6375,5760,6026,6731,8418,8012
"Tbc1d8b",384,352,448,272,395,364
"Tbc1d9",2096,2028,2764,1933,2485,2647
"Tbc1d9b",4073,3643,3733,3801,5378,4134
"Tbca",1572,1526,1668,1422,1764,1462
"Tbcb",1991,1927,2028,1681,1999,1640
"Tbcc",572,531,541,449,542,482
"Tbccd1",620,569,591,479,670,486
"Tbcd",2241,2055,2160,1828,2501,1790
"Tbce",994,899,903,815,1039,801
"Tbcel",987,948,895,847,1174,938
"Tbck",753,677,702,606,937,661
"Tbk1",2696,2427,2644,2410,3253,2693
"Tbkbp1",2312,2101,2193,1294,1261,1425
"Tbl1x",1644,1438,1411,1448,2093,1535
"Tbl1xr1",2414,2135,2332,1952,2564,2060
"Tbl2",876,768,804,526,612,471
"Tbl3",1639,1548,1343,897,1115,768
"Tbp",961,818,953,703,914,683
"Tbpl1",918,829,838,734,906,650
"Tbpl2",1,2,0,1,1,1
"Tbr1",0,1,1,1,1,0
"Tbrg1",2019,1913,2066,2016,2710,1903
"Tbrg3",5,9,5,6,13,8
"Tbrg4",2448,2282,2164,1560,1986,1438
"Tbx1",0,0,0,0,0,0
"Tbx10",3,2,3,9,9,6
"Tbx15",1,1,5,6,4,2
"Tbx18",0,0,0,0,0,0
"Tbx19",1,2,1,1,1,1
"Tbx2",11,7,3,15,22,9
"Tbx20",0,0,0,0,0,0
"Tbx21",0,1,0,0,2,2
"Tbx22",0,0,0,0,0,0
"Tbx3",0,0,0,1,0,0
"Tbx3os2",0,0,0,0,0,0
"Tbx4",0,0,0,0,1,0
"Tbx5",0,0,0,1,1,0
"Tbx6",97,103,69,89,99,107
"Tbxa2r",13,8,8,23,38,17
"Tbxas1",5664,5375,5809,4857,5850,4956
"Tc2n",1,1,0,0,0,0
"Tcaf1",1583,1197,1185,869,1023,637
"Tcaf2",110,101,101,1822,2751,651
"Tcaf3",0,0,0,0,0,0
"Tcaim",197,189,209,155,218,145
"Tcam1",5,14,6,2,3,1
"Tcap",6,5,3,1,1,3
"Tcea1",2487,2218,2216,1651,2284,1652
"Tcea2",146,149,160,170,254,160
"Tcea3",38,38,69,34,46,36
"Tceal1",13,10,10,14,28,13
"Tceal3",0,0,0,1,0,0
"Tceal5",0,0,0,0,1,0
"Tceal6",0,0,0,0,0,0
"Tceal7",0,0,0,0,0,0
"Tceal8",470,409,473,302,413,353
"Tceanc",162,89,131,132,164,116
"Tceanc2",962,905,890,778,1148,819
"Tceb1",1312,1245,1217,1257,1772,1207
"Tceb2",3729,3606,3387,3303,4224,3316
"Tceb3",5466,4993,4719,4311,5915,4496
"Tcerg1",3464,2986,3000,2164,2938,2030
"Tcerg1l",1,2,3,5,8,0
"Tcf12",1764,1648,1655,1248,1805,1408
"Tcf15",0,0,0,0,0,0
"Tcf19",684,625,814,220,250,239
"Tcf20",3280,2802,2663,2652,3649,2688
"Tcf21",0,0,0,0,0,0
"Tcf23",0,1,0,1,0,0
"Tcf24",25,18,25,14,20,14
"Tcf25",9186,8640,8243,8277,10958,8925
"Tcf3",2811,2521,2606,2506,3137,2538
"Tcf4",619,592,626,768,1340,857
"Tcf7",443,409,346,610,855,653
"Tcf7l1",9,22,13,21,48,26
"Tcf7l2",498,453,458,324,472,465
"Tcfl5",0,0,0,0,1,0
"Tchh",258,186,139,93,111,93
"Tchhl1",0,0,0,0,0,0
"Tchp",444,474,438,323,453,398
"Tcirg1",11134,10487,11826,8274,9879,10550
"Tcl1",0,0,0,0,0,0
"Tcl1b1",0,0,0,0,0,0
"Tcl1b2",0,0,0,0,0,0
"Tcl1b3",0,0,0,0,0,0
"Tcl1b4",0,0,0,0,0,0
"Tcl1b5",0,0,0,0,0,0
"Tcn2",3666,3076,3233,2801,3244,2944
"Tcof1",2894,2525,2471,1528,1852,1443
"Tcp1",8066,7228,7316,6657,9587,6006
"Tcp10a",0,0,0,0,0,0
"Tcp10b",2,8,4,2,5,4
"Tcp10c",1,0,0,0,0,0
"Tcp11",22,24,11,19,22,20
"Tcp11l1",1001,927,979,1006,1406,988
"Tcp11l2",1171,983,885,670,915,660
"Tcp11x2",0,0,0,2,0,0
"Tcstv1",0,0,0,0,0,0
"Tcstv3",0,0,0,0,0,0
"Tcta",546,440,403,539,721,504
"Tcte1",20,23,18,14,23,10
"Tcte2",8,9,2,4,11,10
"Tcte3",0,0,0,0,0,0
"Tctex1d1",1,0,0,0,0,0
"Tctex1d2",438,414,433,440,493,508
"Tctex1d4",14,11,5,13,17,10
"Tctn1",200,158,193,198,264,200
"Tctn2",4,9,12,7,11,4
"Tctn3",255,203,285,149,224,183
"Tdg",0,1,0,0,0,0
"Tdgf1",0,1,1,2,8,2
"Tdh",6,2,7,6,5,4
"Tdo2",1,2,3,3,1,1
"Tdp1",557,471,499,277,357,261
"Tdp2",686,577,626,456,665,412
"Tdpoz1",0,0,0,0,0,0
"Tdpoz2",0,0,0,0,0,0
"Tdpoz3",0,0,0,0,0,0
"Tdpoz4",0,0,0,0,0,0
"Tdpoz5",0,0,0,0,0,0
"Tdrd1",1,0,0,0,1,0
"Tdrd12",1,3,2,0,2,1
"Tdrd3",389,371,372,318,399,296
"Tdrd5",2,10,8,10,11,5
"Tdrd6",0,2,3,2,3,2
"Tdrd7",1714,1508,1498,2039,2634,2001
"Tdrd9",0,0,0,0,0,0
"Tdrkh",98,79,104,138,204,131
"Tdrp",2,2,0,2,10,0
"Tead1",8,5,4,30,33,5
"Tead2",49,42,39,37,55,39
"Tead3",0,1,1,1,2,1
"Tead4",1,1,4,3,2,2
"Tec",2429,2303,2224,2268,3337,2259
"Tecpr1",2734,2488,2327,2513,3437,2739
"Tecpr2",804,773,787,659,876,691
"Tecr",4693,4183,4598,3436,4324,3599
"Tecrl",0,0,0,0,0,0
"Tecta",1,1,0,2,0,2
"Tectb",0,0,0,0,0,0
"Teddm1a",0,0,2,0,0,0
"Teddm1b",0,0,0,0,0,0
"Teddm2",0,1,0,1,0,0
"Teddm3",0,0,0,0,0,0
"Tef",692,668,712,1035,1416,1062
"Tefm",191,193,174,164,189,165
"Tek",4,5,2,10,15,8
"Tekt1",0,0,0,0,0,0
"Tekt2",19,14,12,24,26,18
"Tekt3",0,0,0,0,0,0
"Tekt4",0,0,0,0,0,0
"Tekt5",0,1,2,1,7,1
"Telo2",553,484,483,393,529,335
"Ten1",548,525,614,347,459,432
"Tenm1",0,0,1,0,0,0
"Tenm2",0,0,1,0,2,1
"Tenm3",0,1,1,1,0,0
"Tenm4",18,15,7,22,30,12
"Tep1",5909,5512,6302,4305,5968,4356
"Tepp",1,1,0,1,0,0
"Terc",1,3,3,2,3,1
"Terf1",588,533,536,267,321,292
"Terf2",977,943,999,855,1288,894
"Terf2ip",640,656,637,540,803,619
"Tert",11,11,7,20,35,16
"Tes",7711,7449,7677,8639,12815,8165
"Tesc",161,220,159,385,563,217
"Tescl",4,2,2,2,2,3
"Tesk1",1032,1072,1183,969,1214,1057
"Tesk2",472,414,476,315,474,337
"Tespa1",65,70,58,116,213,61
"Tet1",81,50,44,122,140,128
"Tet2",2265,1963,2246,1946,2921,2080
"Tet3",4368,3826,3764,3188,4384,3248
"Tex10",995,880,895,668,825,606
"Tex101",2,1,2,1,0,1
"Tex11",0,2,0,0,3,0
"Tex12",2,0,3,2,1,0
"Tex13",0,0,0,0,0,0
"Tex13a",0,0,0,0,0,0
"Tex14",26,31,32,65,79,62
"Tex15",46,26,40,40,66,45
"Tex16",0,0,0,0,0,0
"Tex19.1",0,0,0,0,0,0
"Tex19.2",0,0,0,0,0,0
"Tex2",2471,1975,2023,1050,1292,1095
"Tex21",0,0,0,0,0,0
"Tex22",2,1,0,4,0,1
"Tex24",0,0,0,0,0,0
"Tex26",0,0,0,0,0,0
"Tex261",2213,1952,2038,1676,2105,1793
"Tex264",1239,1146,1157,966,1077,1069
"Tex28",0,0,0,0,0,0
"Tex29",3,4,5,2,5,6
"Tex30",335,281,304,153,190,142
"Tex33",1,0,1,0,1,1
"Tex35",2,0,0,0,0,0
"Tex36",0,0,0,0,0,0
"Tex37",0,0,0,0,0,0
"Tex38",4,0,1,4,5,0
"Tex40",9,3,3,7,5,4
"Tex43",0,0,0,0,0,0
"Tex9",160,139,166,130,180,92
"Tfam",830,740,799,516,693,495
"Tfap2a",9,8,7,4,6,6
"Tfap2b",0,0,0,0,0,0
"Tfap2c",1,0,0,1,1,1
"Tfap2d",0,0,0,0,0,0
"Tfap2e",1,1,0,0,1,0
"Tfap4",294,233,194,98,137,83
"Tfb1m",228,232,268,130,159,167
"Tfb2m",487,400,454,350,459,339
"Tfcp2",292,306,276,295,435,298
"Tfcp2l1",6,2,1,9,8,3
"Tfdp1",5835,4948,4925,2395,3103,2405
"Tfdp2",455,474,608,343,590,415
"Tfe3",3983,3599,3690,3167,3789,3420
"Tfeb",1538,1402,1438,878,1027,991
"Tfec",3691,2986,3301,2612,2944,2701
"Tff1",0,0,0,0,0,0
"Tff2",0,0,0,0,0,0
"Tff3",0,0,0,0,0,0
"Tfg",2517,2303,2393,2141,2749,2261
"Tfip11",1836,1762,1765,1574,2100,1548
"Tfpi",195,229,205,117,131,109
"Tfpi2",7,7,9,0,3,3
"Tfpt",714,623,640,515,688,531
"Tfr2",25,35,29,67,85,51
"Tfrc",4148,3233,3149,3546,4441,2387
"Tg",36,22,23,22,17,10
"Tgds",604,568,559,518,640,411
"Tgfa",0,1,1,0,1,1
"Tgfb1",10993,10168,10623,8091,9573,8246
"Tgfb1i1",44,46,25,57,50,35
"Tgfb2",19,20,14,39,64,30
"Tgfb3",18,11,7,7,6,7
"Tgfbi",19134,18363,22952,11433,10891,23035
"Tgfbr1",2852,2802,3290,2331,3230,3349
"Tgfbr2",2440,2169,2355,1448,1780,1797
"Tgfbr3",474,405,480,170,202,188
"Tgfbr3l",110,101,108,96,134,89
"Tgfbrap1",1661,1515,1642,1420,1818,1537
"Tgif1",1256,1278,1268,1385,1720,1733
"Tgif2",145,141,109,126,185,133
"Tgif2lx1",0,0,0,0,0,0
"Tgif2lx2",0,0,0,0,0,0
"Tgm1",780,755,527,519,784,396
"Tgm2",6183,5558,4815,10728,13228,8100
"Tgm3",2,1,2,0,0,0
"Tgm4",305,245,305,210,297,231
"Tgm5",1,1,0,2,1,5
"Tgm6",1,3,0,0,1,1
"Tgm7",0,0,1,1,1,1
"Tgoln1",1777,1761,1809,2135,3220,2152
"Tgoln2",0,0,0,0,0,0
"Tgs1",1845,1599,1724,1606,2160,1479
"Tgtp1",57,39,22,159,356,72
"Tgtp2",45,34,24,57,81,29
"Th",0,0,1,0,0,0
"Tha1",99,107,121,105,128,112
"Thada",1070,936,818,803,1109,705
"Thap1",293,244,281,222,323,204
"Thap11",1020,877,902,643,843,724
"Thap2",324,248,280,331,431,297
"Thap3",488,478,492,513,645,452
"Thap4",758,709,769,829,1028,770
"Thap6",449,408,409,413,550,468
"Thap7",834,827,735,644,867,668
"Thbd",51,35,55,16,23,35
"Thbs1",107247,86601,77665,41856,40249,51628
"Thbs2",8,4,0,13,25,11
"Thbs3",16,25,13,17,37,26
"Thbs4",9,8,11,8,25,21
"Theg",2,1,2,0,0,1
"Thegl",3,1,1,0,1,1
"Them4",80,102,113,83,115,69
"Them5",0,0,0,0,0,0
"Them6",398,280,232,150,197,155
"Them7",1,0,0,1,0,0
"Themis",3,1,1,2,10,1
"Themis2",2410,2305,2594,1798,2177,2176
"Themis3",0,0,0,0,0,0
"Thg1l",283,248,263,185,236,188
"Thnsl1",173,148,164,153,205,158
"Thnsl2",25,21,25,41,66,31
"Thoc1",1245,1085,1122,883,1210,970
"Thoc2",3130,2750,2722,2485,3471,2591
"Thoc3",1199,1043,1101,731,955,720
"Thoc5",1473,1357,1290,1105,1547,1056
"Thoc6",892,832,869,548,711,585
"Thoc7",1185,1035,1123,873,1191,873
"Thop1",1063,951,903,421,499,437
"Thpo",0,0,0,0,0,0
"Thra",314,296,290,155,224,199
"Thrap3",6490,5839,5787,5159,6976,4959
"Thrb",7,4,7,26,29,11
"Thrsp",2,4,1,0,1,0
"Thsd1",14,7,9,18,11,16
"Thsd4",3,2,1,7,13,10
"Thsd7a",0,0,0,0,0,0
"Thsd7b",1,0,3,2,1,1
"Thtpa",478,443,459,351,469,371
"Thumpd1",1373,1246,1223,905,1220,858
"Thumpd2",114,101,109,86,113,98
"Thumpd3",902,859,843,791,1016,749
"Thy1",3159,2516,2271,1381,1691,895
"Thyn1",301,303,288,232,315,230
"Tia1",1381,1225,1152,1029,1601,1088
"Tial1",2125,1927,2067,1361,1839,1348
"Tiam1",4248,3912,4354,3271,4556,3467
"Tiam2",407,320,329,269,336,330
"Ticam1",1178,1114,1220,1043,1422,1135
"Ticam2",996,871,1263,727,908,1108
"Ticrr",809,685,796,228,274,241
"Tie1",40,40,24,61,90,45
"Tifa",1155,995,1109,683,729,1064
"Tifab",8566,7463,8282,3232,3436,4357
"Tigar",1455,1265,1204,999,1167,960
"Tigd2",351,370,437,363,464,422
"Tigd3",60,52,50,29,45,36
"Tigd4",0,1,0,0,1,1
"Tigd5",75,80,48,45,72,58
"Tigit",6,6,7,6,20,7
"Timd2",3,2,0,10,22,9
"Timd4",0,0,0,1,0,1
"Timeless",1278,1064,1336,282,361,312
"Timm10",380,358,384,306,358,273
"Timm10b",1239,1201,1193,1034,1204,1035
"Timm13",1925,1939,1795,1451,1777,1401
"Timm17a",1158,1059,1007,843,966,759
"Timm17b",940,865,818,791,886,781
"Timm21",460,399,471,347,413,323
"Timm22",769,770,702,540,639,520
"Timm23",2283,2107,1920,1601,2012,1501
"Timm44",1651,1457,1590,1132,1503,1050
"Timm50",1524,1393,1431,823,1031,795
"Timm8a1",176,151,159,50,73,40
"Timm8a2",1,0,1,3,1,1
"Timm8b",970,923,901,743,939,847
"Timm9",462,414,402,261,330,194
"Timmdc1",587,526,533,466,539,448
"Timp1",51,78,94,102,192,101
"Timp2",1641,1458,1314,1072,1476,931
"Timp3",330,229,151,675,1114,312
"Timp4",0,0,1,0,1,0
"Tinag",0,0,0,0,0,0
"Tinagl1",275,240,164,305,393,159
"Tinf2",777,655,774,466,618,522
"Tiparp",1096,989,1152,1116,1451,1529
"Tipin",1196,1045,1070,337,465,352
"Tiprl",1084,965,1028,873,1153,830
"Tirap",1612,1340,1158,1121,1438,1160
"Tjap1",988,975,812,916,1191,932
"Tjp1",89,109,115,153,252,144
"Tjp2",1119,1148,1326,1406,2032,1500
"Tjp3",477,420,475,480,670,536
"Tk1",1301,1260,1606,724,1049,793
"Tk2",951,891,878,856,1213,859
"Tkfc",617,599,532,489,656,441
"Tkt",32352,28734,29931,20379,24534,21507
"Tktl1",8,3,1,5,5,2
"Tktl2",0,0,3,0,1,1
"Tlcd1",62,72,72,88,123,90
"Tlcd2",106,107,140,64,132,93
"Tldc1",325,344,364,349,463,349
"Tldc2",10,5,2,7,6,4
"Tle1",310,290,324,205,278,239
"Tle2",278,299,350,554,645,566
"Tle3",4816,4404,4440,5178,7112,4787
"Tle4",969,883,843,683,877,660
"Tle6",150,133,122,175,253,216
"Tlk1",2467,2137,2274,2000,2768,2133
"Tlk2",1363,1282,1239,1163,1646,1062
"Tll1",0,0,0,0,0,0
"Tll2",0,0,0,0,0,0
"Tln1",38450,33160,30776,29824,37044,28104
"Tln2",321,220,449,98,108,179
"Tlr1",251,215,203,176,199,215
"Tlr11",96,102,135,28,34,38
"Tlr12",111,156,112,146,206,140
"Tlr13",3640,2946,2635,3027,3313,3483
"Tlr2",11332,9758,10581,5066,5178,8038
"Tlr3",102,61,92,24,18,37
"Tlr4",3764,3325,3265,3249,3925,3692
"Tlr5",60,49,51,32,27,26
"Tlr6",409,337,349,276,363,343
"Tlr7",531,406,542,389,347,673
"Tlr8",824,677,931,707,773,687
"Tlr9",672,652,727,583,867,594
"Tlx1",0,0,0,0,0,0
"Tlx2",7,11,11,6,11,4
"Tlx3",0,0,0,0,0,0
"Tm2d1",377,353,353,316,414,321
"Tm2d2",2145,1973,2284,1615,1983,2014
"Tm2d3",587,544,546,567,707,615
"Tm4sf1",1,2,1,6,3,2
"Tm4sf19",11,6,10,20,17,19
"Tm4sf20",1,1,3,0,2,1
"Tm4sf4",0,0,0,0,0,0
"Tm4sf5",31,23,32,26,35,43
"Tm6sf1",2949,2616,2939,1259,1458,1532
"Tm6sf2",12,17,12,13,31,16
"Tm7sf2",509,461,592,667,867,742
"Tm7sf3",1269,1027,1108,671,834,720
"Tm9sf1",1921,1757,1942,1243,1784,1440
"Tm9sf2",3820,3157,3556,2579,3352,2624
"Tm9sf3",8674,7595,8065,6030,7762,6127
"Tm9sf4",2708,2402,2408,2242,3063,2214
"Tma16",2271,2144,2001,1809,2117,2455
"Tma7",2874,2806,2816,2302,3204,2373
"Tmbim1",2278,2262,2484,2360,3239,2548
"Tmbim4",1390,1189,1381,1272,1717,1371
"Tmbim6",18784,16692,17165,14759,17748,15001
"Tmbim7",0,0,1,0,0,0
"Tmc1",2,2,2,3,5,2
"Tmc2",0,0,0,1,0,0
"Tmc3",13,17,24,13,18,13
"Tmc4",268,239,170,312,437,244
"Tmc5",0,0,0,0,0,0
"Tmc6",1404,1364,1192,1621,2210,1343
"Tmc7",26,22,34,12,24,17
"Tmc8",636,549,498,749,1017,618
"Tmcc1",2880,2410,2262,2240,3058,2284
"Tmcc2",182,186,186,262,407,256
"Tmcc3",1243,1261,1264,2176,3346,2417
"Tmco1",1923,1716,1884,1188,1612,1271
"Tmco2",0,0,0,0,0,0
"Tmco3",822,692,779,724,878,744
"Tmco4",751,726,871,592,837,638
"Tmco5",0,0,0,0,0,0
"Tmco5b",0,0,0,0,0,0
"Tmco6",409,394,393,505,667,507
"Tmed1",195,148,166,109,118,99
"Tmed10",7210,6387,6974,4686,5406,4892
"Tmed11",0,0,0,0,0,0
"Tmed2",3421,2722,2911,2115,2461,2021
"Tmed3",1758,1567,1711,1029,1415,1093
"Tmed4",1363,1378,1279,1260,1675,1304
"Tmed5",2607,2248,2520,1514,1811,1616
"Tmed6",0,1,0,2,2,1
"Tmed7",2903,2431,2682,2115,2673,2271
"Tmed8",1117,938,1006,1062,1570,990
"Tmed9",5216,4450,4655,3466,4218,3371
"Tmeff1",19,21,12,48,83,24
"Tmeff2",0,0,1,2,0,0
"Tmem100",0,0,0,0,1,0
"Tmem101",447,407,449,397,440,380
"Tmem102",0,0,0,0,0,0
"Tmem104",1633,1536,1483,1468,1974,1670
"Tmem106a",1101,1036,1421,1158,1483,1426
"Tmem106b",1387,1188,1340,1178,1585,1423
"Tmem106c",509,537,486,432,535,465
"Tmem107",85,80,100,42,56,40
"Tmem108",22,8,8,4,7,7
"Tmem109",2629,2384,2799,1620,2140,1736
"Tmem11",821,760,775,604,774,570
"Tmem110",666,654,604,685,1002,742
"Tmem114",0,0,0,0,0,0
"Tmem115",1008,973,992,928,1192,965
"Tmem116",15,13,1,18,20,4
"Tmem117",0,0,0,0,0,0
"Tmem119",215,167,145,112,139,171
"Tmem120a",847,801,721,952,1175,845
"Tmem120b",970,951,941,1060,1459,1126
"Tmem121",3,1,0,0,1,1
"Tmem123",25869,25324,27124,46305,73897,46076
"Tmem125",4,1,1,1,1,0
"Tmem126a",621,611,588,546,566,460
"Tmem126b",289,279,325,335,398,254
"Tmem127",4742,4296,4199,4516,6318,4496
"Tmem128",957,853,889,960,1231,913
"Tmem129",856,834,888,614,723,662
"Tmem130",0,0,1,0,0,0
"Tmem131",6367,5515,6069,10378,15258,10378
"Tmem132a",1284,1371,1627,1549,2145,2044
"Tmem132b",4,9,3,5,5,2
"Tmem132c",0,0,0,0,0,0
"Tmem132cos",0,0,0,0,0,0
"Tmem132d",0,0,0,0,0,0
"Tmem132e",1,0,1,0,0,0
"Tmem134",2220,1956,2050,2137,2780,2203
"Tmem135",1100,964,1162,923,1201,1125
"Tmem136",1,1,0,0,1,0
"Tmem138",404,292,293,230,296,248
"Tmem139",1,2,1,1,2,2
"Tmem140",19,27,30,27,34,38
"Tmem141",335,320,422,273,337,314
"Tmem143",330,298,330,319,406,285
"Tmem144",50,49,72,22,52,39
"Tmem145",1,2,0,2,1,0
"Tmem147",1263,1236,1144,795,993,739
"Tmem14a",43,45,52,47,80,58
"Tmem14c",3983,3779,4237,2705,3338,2909
"Tmem150a",78,80,81,82,127,100
"Tmem150b",199,150,237,64,87,132
"Tmem150c",385,373,341,769,1297,786
"Tmem150cos",3,0,0,4,6,7
"Tmem151a",15,26,41,11,15,35
"Tmem151b",42,56,34,68,73,54
"Tmem154",8560,7563,7192,5422,6884,5437
"Tmem158",29,21,24,44,65,20
"Tmem159",581,492,573,568,841,598
"Tmem160",769,709,733,595,711,668
"Tmem161a",973,980,886,776,959,766
"Tmem161b",456,438,431,379,492,355
"Tmem163",6,6,4,9,9,10
"Tmem164",5053,4539,4142,3957,5222,4060
"Tmem165",2701,2499,2587,2068,2565,2221
"Tmem167",2861,2476,2457,2258,2946,2100
"Tmem167b",1439,1286,1353,1269,1714,1319
"Tmem168",2510,2401,2635,1889,2549,2204
"Tmem169",9,4,2,5,5,2
"Tmem17",24,16,30,25,25,16
"Tmem170",54,54,67,78,100,72
"Tmem170b",2591,2085,2239,1762,2127,2111
"Tmem171",58,57,70,31,29,37
"Tmem173",4734,4558,5260,3266,4270,3867
"Tmem174",0,0,0,0,0,0
"Tmem175",481,449,450,521,752,521
"Tmem176a",1761,1861,1834,2517,3787,2884
"Tmem176b",3371,3638,3423,4579,7268,4991
"Tmem177",262,253,246,194,294,218
"Tmem178",2,2,0,1,3,0
"Tmem178b",1,1,0,0,0,0
"Tmem179",0,0,0,1,0,2
"Tmem179b",955,858,941,815,996,811
"Tmem18",816,755,819,683,959,687
"Tmem180",1688,1496,1578,1062,1302,1286
"Tmem181a",931,864,1032,889,1152,990
"Tmem181b-ps",1184,1407,1129,1279,2397,1137
"Tmem181c-ps",33,28,25,8,10,13
"Tmem182",0,0,0,0,0,0
"Tmem183a",1870,1696,1742,1552,1933,1527
"Tmem184a",0,0,1,0,1,0
"Tmem184b",2979,2826,2814,3287,4091,3354
"Tmem184c",1003,968,947,855,1087,907
"Tmem185b",1304,1152,1050,962,1178,928
"Tmem186",556,486,487,368,420,320
"Tmem189",4141,3767,3701,3991,4331,4706
"Tmem19",1408,1298,1409,1395,1875,1533
"Tmem190",5,5,5,2,0,1
"Tmem191c",57,66,62,59,70,63
"Tmem192",904,856,892,613,765,734
"Tmem194",685,552,666,329,472,400
"Tmem194b",341,292,359,223,356,265
"Tmem196",0,0,0,0,0,0
"Tmem198",27,33,44,24,43,44
"Tmem198b",370,363,339,447,552,479
"Tmem199",745,712,735,574,803,569
"Tmem2",1077,876,871,644,838,691
"Tmem200a",0,0,0,0,0,0
"Tmem200b",2,3,2,23,33,19
"Tmem200c",0,0,0,0,0,0
"Tmem201",708,690,498,407,538,363
"Tmem202",34,28,33,38,67,45
"Tmem203",241,214,218,271,296,254
"Tmem204",15,9,15,13,15,21
"Tmem205",389,343,359,248,331,283
"Tmem206",651,614,659,516,650,555
"Tmem207",0,0,0,0,0,0
"Tmem208",940,850,884,735,886,768
"Tmem209",891,796,813,626,737,509
"Tmem210",0,0,0,0,0,0
"Tmem211",0,0,0,0,0,1
"Tmem212",0,0,0,0,0,0
"Tmem213",0,0,0,0,0,0
"Tmem214",2540,2162,2326,1767,2305,1944
"Tmem215",187,142,158,43,49,44
"Tmem216",291,258,245,104,145,116
"Tmem217",5,7,2,3,3,3
"Tmem218",81,70,102,62,90,77
"Tmem219",1036,1046,1044,985,1214,1063
"Tmem220",126,118,101,149,215,125
"Tmem221",47,33,52,26,30,44
"Tmem222",1223,1129,1117,1014,1298,984
"Tmem223",377,382,343,294,457,285
"Tmem225",0,0,0,0,0,0
"Tmem229a",2,1,1,6,8,1
"Tmem229b",1965,1699,1790,1206,1510,1139
"Tmem230",628,551,550,627,769,592
"Tmem231",17,13,14,17,13,15
"Tmem232",2,0,0,1,1,0
"Tmem233",0,0,0,0,0,0
"Tmem234",2256,2155,2144,1939,2513,2134
"Tmem235",3,1,0,0,1,0
"Tmem236",3,3,7,3,1,1
"Tmem237",137,124,174,132,179,157
"Tmem238",180,136,179,71,100,52
"Tmem239",8,6,3,5,6,7
"Tmem240",3,12,16,15,18,19
"Tmem241",222,250,229,227,342,252
"Tmem242",918,922,919,789,980,817
"Tmem243",726,680,749,846,1062,844
"Tmem245",782,626,680,556,753,551
"Tmem246",9,7,2,24,20,15
"Tmem247",0,0,0,0,0,0
"Tmem248",2215,1727,1754,1576,2080,1455
"Tmem25",16,17,28,16,18,11
"Tmem251",466,467,425,365,476,329
"Tmem252",0,0,0,0,0,0
"Tmem253",24,18,22,21,26,24
"Tmem254a",0,0,0,0,0,0
"Tmem254b",0,0,0,0,0,0
"Tmem254c",0,0,0,0,0,0
"Tmem255a",1,2,2,1,11,4
"Tmem255b",0,0,0,0,0,0
"Tmem256",990,997,1211,814,1006,911
"Tmem258",1626,1532,1652,1384,1592,1228
"Tmem259",4159,3986,3810,3430,4126,3548
"Tmem26",1,0,1,7,10,2
"Tmem260",848,723,839,655,907,793
"Tmem261",805,768,835,623,733,645
"Tmem263",191,139,151,120,175,102
"Tmem265",176,158,137,130,206,128
"Tmem27",0,0,0,1,2,0
"Tmem28",0,0,0,0,0,0
"Tmem29",190,160,194,187,232,205
"Tmem30a",5139,4659,4909,4039,5113,4296
"Tmem30b",1,2,1,1,2,3
"Tmem30c",0,0,2,0,1,0
"Tmem33",1827,1681,1671,1336,1820,1384
"Tmem35",0,0,1,0,0,0
"Tmem37",480,587,409,648,1216,462
"Tmem38a",307,264,197,213,249,196
"Tmem38b",1293,1158,1098,930,995,985
"Tmem39a",1677,1507,1703,2164,3054,2776
"Tmem39b",407,378,389,292,402,322
"Tmem40",707,585,482,453,594,306
"Tmem41a",184,163,155,125,112,120
"Tmem41b",701,648,684,502,648,613
"Tmem42",163,164,131,183,229,160
"Tmem43",4390,3626,3524,3153,3704,3249
"Tmem44",4,6,9,4,3,3
"Tmem45a",0,0,0,0,0,0
"Tmem45a2",8,6,8,9,3,0
